ProlificID,SyntheticPersonID,AttnCheck,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Condition
674bfd855d300ddd3a4628ab,1545,,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,8617,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,14105,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,12001,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,2586,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,512,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,15204,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,16181,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,17134,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,12805,lose power,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,13964,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,19132,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,19856,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,10413,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,446,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,15938,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,14845,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,7395,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,3237,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,1861,Green,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,8166,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,16357,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,6044,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,11086,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,1024,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,13676,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,13735,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
674bfd855d300ddd3a4628ab,4442,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,1545,,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,8617,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,14105,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,12001,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,2586,,Very harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,512,,Very harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,15204,,Very harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,16181,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,17134,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,12805,Give more attention to the housing/homelessness crisis ,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,13964,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,19132,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,19856,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Financial
5e59ee3a2bff541fcf05d86e,10413,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,446,,Very harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,15938,,Very harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,14845,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,7395,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,3237,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,1861,Green,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,8166,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,16357,,Very harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,6044,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,11086,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,1024,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,13676,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,13735,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
5e59ee3a2bff541fcf05d86e,4442,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
C1IO0HUH,1545,,Very harmful,Very harmful,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Financial
C1IO0HUH,8617,,Very harmful,Very harmful,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,14105,,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,12001,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,2586,,Extremely harmful,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,512,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,15204,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,16181,,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,17134,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,12805,Fix the problems,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,13964,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,19132,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,19856,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,10413,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,446,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,15938,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,14845,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,7395,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,3237,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,1861,Green,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,8166,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,16357,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,6044,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,11086,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,1024,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,13676,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,13735,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
C1IO0HUH,4442,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
5e3c1fbece3a7b000a6fd95a,1545,,Slightly harmful,Not at all harmful,Not at all harmful,Moderately harmful,Slightly harmful,Not at all harmful,Moderately harmful,Slightly harmful,Financial
5e3c1fbece3a7b000a6fd95a,8617,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Financial
5e3c1fbece3a7b000a6fd95a,14105,,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Financial
5e3c1fbece3a7b000a6fd95a,12001,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Moderately harmful,Slightly harmful,Financial
5e3c1fbece3a7b000a6fd95a,2586,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Not at all harmful,Financial
5e3c1fbece3a7b000a6fd95a,512,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Not at all harmful,Financial
5e3c1fbece3a7b000a6fd95a,15204,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Financial
5e3c1fbece3a7b000a6fd95a,16181,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Financial
5e3c1fbece3a7b000a6fd95a,17134,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Financial
5e3c1fbece3a7b000a6fd95a,12805,Sad to say it but I’m White I’ll be fine. I am seriously concerned for my black friends and also all my LGBTQ friends and the hate and vitriol they will experience during this pathetic administration.,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Financial
5e3c1fbece3a7b000a6fd95a,13964,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Financial
5e3c1fbece3a7b000a6fd95a,19132,,Slightly harmful,Not at all harmful,Moderately harmful,Moderately harmful,Not at all harmful,Slightly harmful,Moderately harmful,Moderately harmful,Financial
5e3c1fbece3a7b000a6fd95a,19856,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Financial
5e3c1fbece3a7b000a6fd95a,10413,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Financial
5e3c1fbece3a7b000a6fd95a,446,,Moderately harmful,Not at all harmful,Slightly harmful,Moderately harmful,Not at all harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
5e3c1fbece3a7b000a6fd95a,15938,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Financial
5e3c1fbece3a7b000a6fd95a,14845,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Financial
5e3c1fbece3a7b000a6fd95a,7395,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Financial
5e3c1fbece3a7b000a6fd95a,3237,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Financial
5e3c1fbece3a7b000a6fd95a,1861,Green ,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Financial
5e3c1fbece3a7b000a6fd95a,8166,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Financial
5e3c1fbece3a7b000a6fd95a,16357,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Financial
5e3c1fbece3a7b000a6fd95a,6044,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Financial
5e3c1fbece3a7b000a6fd95a,11086,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Financial
5e3c1fbece3a7b000a6fd95a,1024,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Financial
5e3c1fbece3a7b000a6fd95a,13676,,Slightly harmful,Not at all harmful,Moderately harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Financial
5e3c1fbece3a7b000a6fd95a,13735,,Slightly harmful,Not at all harmful,Moderately harmful,Slightly harmful,Not at all harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
5e3c1fbece3a7b000a6fd95a,4442,,Moderately harmful,Not at all harmful,Moderately harmful,Moderately harmful,Not at all harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
6665f87627597e219632ea62,1545,,Slightly harmful,Not at all harmful,Extremely harmful,Extremely harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Financial
6665f87627597e219632ea62,8617,,Slightly harmful,Not at all harmful,Extremely harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
6665f87627597e219632ea62,14105,,Slightly harmful,Slightly harmful,Extremely harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
6665f87627597e219632ea62,12001,,Slightly harmful,Slightly harmful,Extremely harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
6665f87627597e219632ea62,2586,,Slightly harmful,Slightly harmful,Extremely harmful,Slightly harmful,Moderately harmful,Very harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,512,,Slightly harmful,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
6665f87627597e219632ea62,15204,,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Extremely harmful,Financial
6665f87627597e219632ea62,16181,,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,17134,,Slightly harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
6665f87627597e219632ea62,12805,Make abortion legal in all states.,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,13964,,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,19132,,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,19856,,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
6665f87627597e219632ea62,10413,,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,446,,Slightly harmful,Not at all harmful,Moderately harmful,Slightly harmful,Moderately harmful,Slightly harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,15938,,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,14845,,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,7395,,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,3237,,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,1861,Green,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,8166,,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,16357,,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,6044,,Slightly harmful,Not at all harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,11086,,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,1024,,Not at all harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Financial
6665f87627597e219632ea62,13676,,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,13735,,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
6665f87627597e219632ea62,4442,,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
66e3135f8fccb905cac3fe52,4900,,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health
66e3135f8fccb905cac3fe52,2656,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health
66e3135f8fccb905cac3fe52,4667,,Extremely harmful,Very harmful,Extremely harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,15066,,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,1919,,Moderately harmful,Very harmful,Extremely harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,8822,,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,3913,,Moderately harmful,Extremely harmful,Very harmful,Extremely harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,8649,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,9421,,Moderately harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,19274,Tax the RICH...give the others a break!,Moderately harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,7749,,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,2670,,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Slightly harmful,Moderately harmful,Extremely harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,2480,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,8063,,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health
66e3135f8fccb905cac3fe52,3682,,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Health
66e3135f8fccb905cac3fe52,1664,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health
66e3135f8fccb905cac3fe52,8193,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health
66e3135f8fccb905cac3fe52,12443,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,15730,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,17347,Green,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,5301,,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,18152,,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Health
66e3135f8fccb905cac3fe52,13087,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Very harmful,Very harmful,Health
66e3135f8fccb905cac3fe52,13712,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health
